OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
695,Scotland,104000000027075,Muirfoot,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Mixed predominantly conifer (50-80%),"17FGS20717-001A, 17FGS20717-004",7.42917369,7,157737b3-a0b8-4ba7-9efe-2567c4e0188a
696,Scotland,104000000027075,Muirfoot,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Open ground,"17FGS20717-001A, 17FGS20717-004",41.56296628,7,5b865f5f-1d63-4fee-94b8-0f62b6618aa2
697,Scotland,104000000027316,Longart,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Open ground,No Grant,4.38448798,7,aa9fba86-d421-4b40-be97-79137ede7d51
698,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS50846,2.63157609,7,8136d7b9-e659-4a00-b3c9-99eb555cb35a
699,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS50846,5.10325671,7,d661d17e-1625-4766-88e9-aa3ab713f371
700,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS50846,0.19630146,7,ef05cccd-4eac-42e5-9ced-cf79653db121
701,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS50846,0.89103792,7,c33b16bd-4041-44c8-bc19-395b9a9de811
702,Scotland,104000000027273,Glengarry Fhudair Cia-aig,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Open ground,No Grant,186.66782663,7,5fc95392-43e9-4f86-b962-475e72b227e0
703,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Open ground,No Grant,133.55140961,7,6b32a018-de3c-4535-b87d-850cef4b0577
704,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Natural regeneration,No Grant,16.86128509,7,a9e5cc16-02ca-4b2b-81e7-bbe176ec3c3b
705,England,104000000027895,Mays Wood,n/a,n/a,Validated,Broadleaved (>80%),EWCO 157 21 22,9.14251685,7,a214f00a-cb6e-4b2b-abbf-ce28ff16b1dc
706,England,104000000027895,Mays Wood,n/a,n/a,Validated,Open ground,EWCO 157 21 22,0.98373746,7,2cce43b7-76f4-4200-af1b-2ba4e7378915
707,Scotland,104000000026506,Kinclaven,n/a,n/a,Validated,Existing woodland,18FGS28098-001,51.06902071,7,5054277f-acee-4b6f-b7a8-6d552cb09fb7
708,Scotland,104000000026503,R 2019 BnB,103000000017150,New Carbon Woodlands 1,Validated,Conifer (>80%),18FGS30938-001,19.69021758,7,42359d50-dd87-419e-aa88-cf9a3150310a
709,Scotland,104000000026503,R 2019 BnB,103000000017150,New Carbon Woodlands 1,Validated,Broadleaved (>80%),18FGS30938-001,19.75551052,7,ff8eb855-b48d-43d4-968d-b7dbffcca560
710,Scotland,104000000026503,R 2019 BnB,103000000017150,New Carbon Woodlands 1,Validated,Existing woodland,18FGS30938-001,1.8274099,7,54f3edd4-21b3-40f7-a43d-3894e80bbd9f
711,Scotland,104000000026503,R 2019 BnB,103000000017150,New Carbon Woodlands 1,Validated,Open ground,18FGS30938-001,30.80795352,7,abb9b2a1-a0c7-48a1-9b28-8c15052bfea8
712,Scotland,104000000026887,R 2020 LY,103000000017150,New Carbon Woodlands 1,Validated,Broadleaved (>80%),18FGS32258-001,16.17658683,7,0ebb0669-2e38-49f7-8f56-dcfb0eabd0d0
713,Wales,103000000017152,Llettyrhaflaeth,n/a,n/a,Validated,Conifer (>80%),P0000209,46.12456372,7,b14a50a3-3a1e-47e8-9a37-9ae2d235e8b3
714,Wales,103000000017152,Llettyrhaflaeth,n/a,n/a,Validated,Broadleaved (>80%),P0000209,15.51753107,7,66e8c2ba-906e-4952-b5e8-0f3d7c8c7aae
715,Wales,103000000017152,Llettyrhaflaeth,n/a,n/a,Validated,Open ground,P0000209,5.81687203,7,f4276d9a-f2c9-4437-92dc-993c3028b04b
716,Wales,103000000017152,Llettyrhaflaeth,n/a,n/a,Validated,Existing woodland,P0000209,1.51905197,7,87bbf3ad-aa10-49f4-bdb3-b5b2b6f5d115
717,England,104000000027320,Young Peoples Forest at Mead Phase 2,n/a,n/a,Validated,Broadleaved (>80%),WCF 01 19_20,40.13515617,7,2dfeb590-c56c-4fb3-a704-7bf56c7b779a
718,England,104000000027320,Young Peoples Forest at Mead Phase 2,n/a,n/a,Validated,Open ground,WCF 01 19_20,126.57640474,7,343f1ff3-fb25-42b7-814d-855ebcbbea93
719,Scotland,104000000027275,Talatoll New Woodland Creation,n/a,n/a,Validated,Conifer (>80%),18FGS35699-001,309.65787187,7,a41f0d10-5a70-400c-89bc-e604ff8ff3be
720,Scotland,104000000027275,Talatoll New Woodland Creation,n/a,n/a,Validated,Broadleaved (>80%),18FGS35699-001,45.67013431,7,c387e6a1-9d80-4968-ad25-415d44d407b4
721,Scotland,104000000027275,Talatoll New Woodland Creation,n/a,n/a,Validated,Open ground,18FGS35699-001,126.50571658,7,23402eb6-8b32-4b72-b345-d045ed0eb5bf
722,Scotland,104000000027170,Frandy Woodland Creation,n/a,n/a,Validated,Broadleaved (>80%),19FGS38023-002,33.18124989,7,665e0463-7775-49b1-ba7d-63ea9765faf6
723,Scotland,104000000027170,Frandy Woodland Creation,n/a,n/a,Validated,Conifer (>80%),19FGS38023-002,68.24409644,7,9dbd4c89-8053-47dd-9a80-824f27d2b1b2
724,Scotland,104000000027170,Frandy Woodland Creation,n/a,n/a,Validated,Open ground,19FGS38023-002,37.17457768,7,794cf23f-8e1e-41ca-9551-9098691a2136
725,England,104000000027212,Goodwood 2021,n/a,n/a,Validated,Broadleaved (>80%),CS 668385,24.99443965,7,57ac5178-f4cb-4d81-902c-2463967a71fd
726,England,104000000027212,Goodwood 2021,n/a,n/a,Validated,Mixed predominantly broadleaved (50-80%),CS 668385,17.83043907,7,ba4a8fad-3c74-4896-97c4-1796b36df968
727,England,104000000027212,Goodwood 2021,n/a,n/a,Validated,Mixed predominantly conifer (50-80%),CS 668385,0.95509593,7,4f88a64d-3ace-4eae-bc05-3e1c2d2f624c
728,Scotland,104000000027137,Glendivan,n/a,n/a,Validated,Conifer (>80%),18FGS32998-003,93.68904982,7,992352c2-7131-4f07-8cdb-fe6791974b73
729,Scotland,104000000027137,Glendivan,n/a,n/a,Validated,Broadleaved (>80%),18FGS32998-003,10.7309814,7,a6935be7-cd8e-4109-9d29-307d087e4338
730,Scotland,104000000027137,Glendivan,n/a,n/a,Validated,Open ground,18FGS32998-003,22.96431184,7,51dad372-0b8b-4511-8af4-1d9e3514cf3b
731,Wales,104000000026202,Penllynin,n/a,n/a,Validated,Broadleaved (>80%),P0000215,7.54851043,7,24404a3f-4dfd-4aba-a92c-6c56723f0bd3
732,Scotland,104000000026920,Selcoth Burn,103000000017258,Selcoth Forestry,Validated,Broadleaved (>80%),20FGS51523,23.11753251,7,4a9547a0-6ab4-4b28-aa02-e8c386361b7b
733,Scotland,104000000026920,Selcoth Burn,103000000017258,Selcoth Forestry,Validated,Conifer (>80%),20FGS51523,19.58653202,7,4836dbec-7257-4165-952d-0865f484ca02
734,Scotland,104000000026920,Selcoth Burn,103000000017258,Selcoth Forestry,Validated,Mixed predominantly conifer (50-80%),20FGS51523,3.25973983,7,2e53f326-713f-4138-ae3f-6bc143050195
735,Scotland,104000000026920,Selcoth Burn,103000000017258,Selcoth Forestry,Validated,Open ground,20FGS51523,13.49753463,7,564c801f-5686-4257-9f8c-a211cb112b75
736,Scotland,104000000027626,Selcoth Crofthead,103000000017258,Selcoth Forestry,Validated,Broadleaved (>80%),21FGS60006,27.89779526,7,4411933f-10f3-4ef0-a133-4f2fc28d801d
737,Scotland,104000000027626,Selcoth Crofthead,103000000017258,Selcoth Forestry,Validated,Open ground,21FGS60006,5.09676099,7,ce23988f-b021-404b-98cd-b3b8ef67de13
738,Scotland,104000000026499,R 2019 WM,103000000017150,New Carbon Woodlands 1,Validated,Conifer (>80%),18FGS27640-001,10.29082843,7,a147f600-bacd-4e65-b248-67315b51dbaf
739,Scotland,104000000026499,R 2019 WM,103000000017150,New Carbon Woodlands 1,Validated,Broadleaved (>80%),18FGS27640-001,17.41689588,7,fb471cee-b29f-43cd-b43e-7951e4ab4f0d
740,Scotland,104000000026499,R 2019 WM,103000000017150,New Carbon Woodlands 1,Validated,Open ground,18FGS27640-001,4.70342328,7,932d669c-f49a-4316-bee0-7e60eea3e1fb
741,Scotland,104000000027364,Wellhall Native Woodland,n/a,n/a,Validated,Broadleaved (>80%),20FGS55765-001,5.08254399,7,48b3e0bc-6976-46e5-b44b-b5186745d866
742,Scotland,104000000027364,Wellhall Native Woodland,n/a,n/a,Validated,Open ground,20FGS55765-001,1.05606832,7,f88cbff0-eb3d-4c79-b698-8ed70781ec5e
743,Scotland,104000000027745,Markhill Farms Ltd New Woodland Creation,n/a,n/a,Under Development,Open ground,Unknown,19.68739754,7,88f05e70-b1a1-4c93-9bf8-5fcdbcce6c0d
744,Scotland,104000000027745,Markhill Farms Ltd New Woodland Creation,n/a,n/a,Under Development,Conifer (>80%),Unknown,33.00439218,7,68e32a0f-cb40-4087-b365-f4f6effdf1fc
745,Scotland,104000000027745,Markhill Farms Ltd New Woodland Creation,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,3.08335351,7,062aeda0-cf16-4870-9b83-66dd5695d6e0
746,Scotland,104000000026506,Kinclaven,n/a,n/a,Validated,Broadleaved (>80%),18FGS28098-001,18.91322626,7,f46ba43c-48e3-4b79-9adb-6e9f0e3d0838
747,Scotland,104000000026506,Kinclaven,n/a,n/a,Validated,Open ground,18FGS28098-001,10.65302417,7,908fce26-3b18-4c67-a845-8203c5806d37
748,Scotland,104000000027082,Roughside,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Open ground,18FGS29458,26.82135739,7,c3a2c1d7-ecac-4418-a837-70f2d9357ec8
749,Scotland,104000000027082,Roughside,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Broadleaved (>80%),18FGS29458,6.57535081,7,3d18dad4-4da1-4590-b602-8fe6040e1f4d
750,Scotland,104000000027082,Roughside,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Conifer (>80%),18FGS29458,56.86353188,7,0631ff50-fca5-4187-a36e-205860d65fce
751,Scotland,104000000027076,Stoneyhill,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Open ground,17FGS21318,48.25110098,7,cdae77a7-8df6-4310-8ffe-3686238d7e4b
752,Scotland,104000000027076,Stoneyhill,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Broadleaved (>80%),17FGS21318,11.90973443,7,98db5777-3908-4d66-b691-313dea22c444
753,Scotland,104000000027076,Stoneyhill,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Conifer (>80%),17FGS21318,74.63227267,7,ed249238-66d8-4c01-a196-cecfee171ddc
754,Scotland,104000000028515,Riskinhope,n/a,n/a,Under Development,Open ground,Unknown,19.01787639,7,b4d3b1e9-f9bc-44c6-92b8-e148af150322
755,Scotland,104000000028515,Riskinhope,n/a,n/a,Under Development,Conifer (>80%),Unknown,75.0051944,7,d31824bb-8ffb-4f81-bfa6-9e8b6211425f
756,Scotland,104000000028515,Riskinhope,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,13.98726454,7,eaa83b35-7b50-4f9d-ac0e-8ed277f06b20
757,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Conifer (>80%),19FGS44223,2.30862365,7,13f374a3-f3f2-46dd-9944-4aecf88540fe
758,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Broadleaved (>80%),19FGS44223,2.4487398,7,da051314-316a-4c25-a154-ea37ac7d5a5f
759,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Conifer (>80%),19FGS44223,2.37301548,7,c436e613-1673-4657-a9cf-f10599598cf1
760,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Broadleaved (>80%),19FGS44223,8.04670705,7,2412656e-d98a-43a0-86d3-f0b0501a93e0
761,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Broadleaved (>80%),19FGS44223,2.15150469,7,3bd00d35-1541-446c-a28e-db4e4dcf3fb8
762,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Broadleaved (>80%),19FGS44223,4.59966271,7,8f09f473-a63c-4ed3-81dd-3aba304fe1a5
763,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Broadleaved (>80%),19FGS44223,2.267742,7,9ff6d288-b082-4916-9f31-b74fbec509f3
764,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Open ground,19FGS44223,8.25537001,7,4ad807f3-417b-40a2-9f3a-4876bd4abf55
765,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Conifer (>80%),19FGS42924,7.57967909,7,31462128-8a8f-4983-bfa4-8b183a397809
766,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Conifer (>80%),19FGS42924,19.23530944,7,72c97a75-d602-441e-b0cd-53836d7404f0
767,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Conifer (>80%),19FGS42924,36.09665234,7,5c944a4b-b8a6-4c68-af29-eb6cbf98323c
768,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Conifer (>80%),19FGS42924,40.1584471,7,5051a82d-0f85-4821-98c1-99b39aafc4b0
769,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Broadleaved (>80%),19FGS42924,30.69658583,7,21bb2110-370d-47dc-a03e-5427aee2f6c0
770,Scotland,104000000026963,Otter Woodland Creation,n/a,n/a,Validated,Open ground,19FGS42924,95.45049991,7,3a7b4e08-1cc1-4802-9660-a512c4164dd0
771,Scotland,104000000026490,Saline Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),17FGS22517,17.10777636,7,1ba8b20c-ad5c-415f-8bd1-5656767a77fe
772,Scotland,104000000026490,Saline Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,17FGS22517,6.40149625,7,0640328b-ed20-4d7d-999f-36ff4f47560a
773,England,104000000026419,EE 2019,103000000017150,New Carbon Woodlands 1,Validated,Broadleaved (>80%),CS 473826,11.74581931,7,a2775470-339e-4ead-857b-3682b9db7444
774,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),18FGS30818-002,7.49612196,7,f9ca2859-697e-4824-8d2b-11c240842881
775,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),18FGS30818-002,32.7786596,7,10ed296e-58ea-48fe-9798-7596c04d22c7
776,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group 10,Validated,Open ground,18FGS30818-002,13.4401167,7,8b502fda-effd-4f1f-ae4e-321eaaf81cfb
777,England,104000000026526,Thornton Moor,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),CS 650352,13.60769769,7,baf0a425-f1cc-4444-bb22-0e7faa1c056f
778,England,104000000026526,Thornton Moor,103000000017169,Forest Carbon Group 9,Validated,Open ground,CS 650352,8.62934033,7,134b98f8-0335-49ca-af5a-a31e864dda76
779,England,104000000026526,Thornton Moor,103000000017169,Forest Carbon Group 9,Validated,Existing woodland,CS 650352,0.34865939,7,78ab338f-fb03-4c77-8508-9a258461b6ee
780,England,104000000026526,Thornton Moor,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),CS 650352,15.80151658,7,55ec8729-36ee-47ac-b7f1-7054ec3398dd
781,Scotland,104000000027101,Rottal 3,103000000017204,Forest Carbon Group Scheme 11,Validated,Natural regeneration,No Grant,6.80694004,7,81136c04-883f-4581-bd15-e3eebf0e4c2c
782,Scotland,104000000027101,Rottal 3,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,No Grant,1.59095608,7,7a7f454a-4102-44ae-b074-7fd2483ee490
783,England,104000000026526,Thornton Moor,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),CS 650352,3.2577579,7,5c01c38e-f10b-4de1-b1df-11b6bbc6009a
784,Scotland,104000000028529,Dere Street,n/a,n/a,Under Development,Open ground,Unknown,4.34652959,7,f8932d07-b415-4ec9-aeeb-4b41c8777fc1
785,Scotland,104000000028529,Dere Street,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,6.65129997,7,a9fb3c99-153e-4e76-9432-9a94a9cff5a1
786,Scotland,104000000028529,Dere Street,n/a,n/a,Under Development,Conifer (>80%),Unknown,16.7660708,7,5e7a330c-7507-45af-b19c-b9ce3b05efd8
787,Scotland,104000000028529,Dere Street,n/a,n/a,Under Development,Conifer (>80%),Unknown,3.04104825,7,43ad2897-081d-4979-a24f-42b4f6d9da2c
788,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Open ground,Unknown,34.10190838,7,335299fa-12b8-458d-ac8e-de7533c837b4
789,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Conifer (>80%),Unknown,35.98852453,7,2370f5ce-e1c1-4a29-8161-2f92d96f0ec0
790,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Conifer (>80%),Unknown,78.76320351,7,bdc3a4ca-9650-45f6-a137-a346abf0ca68
791,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Open ground,Unknown,4.61164794,7,99c7ece2-de25-4026-9fc6-1b0947aeba48
792,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Existing woodland,Unknown,36.04434026,7,0301b7a4-9587-4492-8c1e-36a06efd801a
793,Scotland,104000000027128,Reelig Woodland creation,n/a,n/a,Under Development,Natural regeneration,Unknown,15.16829711,7,623448fd-cc1e-4c66-aa8a-ce4b9a5c4f09
794,Scotland,104000000027081,Eldrick,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.63040807,7,4dfedce2-9a2d-4441-825e-fccb1d66925e
795,Scotland,104000000027081,Eldrick,n/a,n/a,Under Development,Conifer (>80%),Unknown,11.04704844,7,0a33b4b8-2121-46f6-9c8f-16cc40b500e2
796,Scotland,104000000027081,Eldrick,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.77986708,7,86adc440-02d9-4fd8-ba2c-b8268e96f2c0
797,Scotland,104000000027081,Eldrick,n/a,n/a,Under Development,Conifer (>80%),Unknown,0.20178085,7,5bd40a13-a90a-4a65-839f-2727af2d6dc7
798,Scotland,104000000027081,Eldrick,n/a,n/a,Under Development,Open ground,Unknown,1.16739681,7,5f36f507-9bb9-4911-a277-de7f69f3a3bd
799,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,7.12673861,7,8dcde3fa-ab18-4078-9fe7-2d8bb02e4492
800,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Conifer (>80%),Unknown,28.22641051,7,cf7d2e9a-20f1-4a0a-83e2-8ca2cd248e7b
801,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,3.48457944,7,a8b1f5aa-2757-489e-8656-2739af038e92
802,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.39946659,7,2933da8f-4d95-4116-af82-85e09829a077
803,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.14553977,7,b4ebec43-2e13-4c10-bec9-d34f3587ae86
804,Scotland,104000000028013,Gowmacmorran,n/a,n/a,Under Development,Open ground,Unknown,7.7430354,7,5f9c7c2f-d9f0-46ad-9d04-b8ed7513fb64
805,Scotland,104000000027307,Blairfettie East,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,30.59419604,7,b87d1deb-6f76-4876-94e6-9d9ed489abdf
806,Scotland,104000000027307,Blairfettie East,n/a,n/a,Under Development,Conifer (>80%),Unknown,60.70591739,7,3302e191-d7f2-41ee-874b-b6a5eb9b3631
807,Scotland,104000000027307,Blairfettie East,n/a,n/a,Under Development,Conifer (>80%),Unknown,15.44937137,7,363c4bac-28d3-48b1-a134-bbccbad25058
808,Scotland,104000000027307,Blairfettie East,n/a,n/a,Under Development,Open ground,Unknown,43.25127271,7,d6ded515-5ac7-457b-bb34-fa2b038eab8d
809,Scotland,104000000027491,Auchineden Estate,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,3.46700459,7,db720fcc-2a21-4c23-8fca-6f3b463c8fbc
810,Scotland,104000000027491,Auchineden Estate,n/a,n/a,Under Development,Conifer (>80%),Unknown,10.38254904,7,ee5dc051-f065-457d-9f71-2132351c5da7
811,Scotland,104000000027491,Auchineden Estate,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.20815445,7,05ea5ef7-82fa-45d8-b58b-f0ed141822e2
812,Scotland,104000000027491,Auchineden Estate,n/a,n/a,Under Development,Open ground,Unknown,3.02607447,7,4f8c1d2a-a592-4585-a683-768415591ab0
813,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,11.91100237,7,17807d2a-6a12-45a8-ae6b-9aea9faa1018
814,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Conifer (>80%),Unknown,50.33213232,7,8f836bad-4f1f-402f-8301-0336221ea2e1
815,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Conifer (>80%),Unknown,16.23481207,7,1e563963-00ef-4024-9693-296634ff587b
816,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,4.88898564,7,7e93bdd6-75c4-48f6-b35f-b8b28730a709
817,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.27513143,7,be65db2e-0075-4cd3-8778-00ad5d08e3cb
818,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Open ground,Unknown,2.51807108,7,00acb1d4-e6c0-4fad-a8b3-d60cf86ddc44
819,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Open ground,Unknown,19.52166525,7,6d54503e-df8c-48d6-ae69-14d596be43d4
820,Scotland,104000000026959,Chapelhill,n/a,n/a,Under Development,Open ground,Unknown,0.49020203,7,9d139cbd-5c68-4382-89ab-b102ab9c64a7
821,Scotland,104000000028225,Eastfields,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,6.91236324,7,52deb321-21a2-49b7-8dcf-0e10edb9fcae
822,Scotland,104000000028225,Eastfields,n/a,n/a,Under Development,Open ground,Unknown,1.71922566,7,d196bf8a-6825-4611-9129-2529fed00729
823,Scotland,104000000028225,Eastfields,n/a,n/a,Under Development,Conifer (>80%),Unknown,17.7462014,7,3447e5c4-5924-4c0f-a358-6fcc91322596
824,Scotland,104000000028225,Eastfields,n/a,n/a,Under Development,Conifer (>80%),Unknown,2.28236615,7,51a44ebb-654c-4a6c-bf57-d6a40fb28149
